en,fr
tional,siéré
duane,Duane
sane,sain
turnaround,faire demi-tour
climbed,grimpé
corrupted,corrompu
relays,relais
navigational,navigation
stargate,stargate
hanna,Hanna
husbands,maris
saskatoon,Saskatoon
cen,cen
fading,décoloration
colchester,Colchester
minh,Minh
fingertips,les doigts
sba,SBA
rockwell,rockwell
persuade,persuader
vl,VL
pepsi,pepsi
rea,réalité
roaming,itinérance
oversized,parasiéré
snr,snr
sibling,frère et sœur
ecs,ECS
determinations,déterminations
burberry,burberry
weighed,pesé
ashamed,honteux
concierge,concierge
nrs,NRS
gorilla,gorille
gatherings,rassemblements
endure,endurer
cfa,CFA
inhibit,inhiber
nom,nom
pps,PPS
cheltenham,Cheltenham
screenplay,scénario
unabridged,intégral
dickens,diable
ntp,NTP
endpoint,point final
juniper,genévrier
repetition,répétition
labelling,étiquetage
siberian,sibérien
synchronous,synchrone
heartland,cœur
preparatory,préparatoire
cafeteria,cafétéria
outfitters,garniteurs
fielding,alignement
dune,dune
hee,hee
adler,Adler
opp,opinion
homelessness,sans-abri
yosemite,yosemite
cursed,maudit
opengl,opengl
efficiencies,efficacité
blowout,éteindre
youths,jeunes
tickboxes,flics
migrants,migrants
massey,masse
tumble,chute
oversee,superviser
thresholds,seuils
stare,regard
unlocking,déverrouillage
missy,missy
isnt,n'est pas
waveform,forme d'onde
deficits,déficits
meade,meade
contradiction,contradiction
flair,flair
helium,hélium
applegate,Applegate
wonderfully,merveilleusement
whitewater,eau vive
tableware,vaisselle
bernie,Bernie
dug,creuser
workgroup,groupe de travail
congenital,congénital
trojans,chevaux de Troie
insanity,folie
clement,clément
embraced,embrassé
cli,CLI
finely,finement
authenticated,authentifié
reformed,réformé
tolerate,tolérer
robotic,robotique
mana,mana
lest,de peur
adhesion,adhésion
tic,tic
mississauga,Mississauga
dialysis,dialyse
filmed,filmé
staten,staten
carole,carole
noticeable,perceptible
cette,cette
aesthetics,esthétique
schwarzenegger,schwarzenegger
smoker,fumeur
benign,bénin
hypotheses,hypothèses
afforded,offert
aisle,allée
dunno,ne pas faire
blur,se brouiller
evidently,évidemment
summarizes,résume
limbs,membres
unforgettable,inoubliable
punt,coup de volée
sludge,boue
crypto,crypto
christensen,Christensen
tanned,bronzé
altering,altérant
bunker,bunker
multiplication,multiplication
paved,pavé
heavyweight,poids lourd
lps,LPS
fabricated,fabriqué
zach,zach
pdp,PDP
pasture,pâturage
phantomnode,phantomnode
richest,le plus riche
cruelty,cruauté
comptroller,contrôleur
scalability,évolutivité
creatine,créatine
mormon,mormon
embl,fulgur
minimizing,minimisation
scots,écossais
genuinely,véritablement
gpo,GPO
neighbouring,voisin
plugged,branché
tyson,Tyson
souvenir,souvenir
dq,dq
mifflin,mifflin
relativity,relativité
mojo,mojo
econo,écono
cucumber,concombre
occurrences,occurrences
shapiro,shapiro
marshal,Maréchal
rituals,rituels
anders,Anders
seize,saisir
decisive,décisif
spawn,frayer
pq,pq
blanks,blancs
ub,ub
dungeons,donjons
epoxy,époxy
watercolor,aquarelle
uncensored,non censuré
sailors,marins
stony,pierreux
fayette,fayette
trainees,stagiaires
tori,Tori
shelving,rayonnage
effluent,effluent
infousa,infousa
annals,annales
storytelling,narration
sadness,tristesse
periodical,périodique
polarization,polarisation
moe,moe
dime,dîme
losers,perdants
bombings,bombardements
punta,punta
flavour,saveur
smes,PME
ionamin,ionamine
fuckin,putain
crypt,crypte
charlottesville,Charlottesville
accomplishment,accomplissement
xu,Xu
onwards,en avant
bogus,faux
carp,carpe
aniston,aniston
prompts,invite
witches,sorcières
barred,barré
skinner,skinner
equities,actions
dusk,crépuscule
nouveau,nouveau
customary,coutumier
vertically,verticalement
crashing,écrasement
cautious,prudent
possessions,possessions
feeders,mangeoires
urging,exhortant
jboss,jboss
passions,passions
faded,délavé
mobil,mobil
scrolling,défilement
counterpart,homologue
utensils,ustensiles
secretly,secrètement
tying,lien
lent,Carême
diode,diode
kaufman,kaufman
magician,magicien
indulgence,indulgence
aloe,aloès
johan,johan
buckinghamshire,Buckinghamshire
melted,fondu
lund,lund
medford,Medford
fam,Fam
nel,nel
extremes,extrêmes
puff,bouffée
underlined,souligné
whores,putes
galileo,Galileo
bloomfield,Bloomfield
obsessed,obsédé
flavored,parfumé
gemstones,pierres précieuses
bmi,IMC
viewpoints,points de vue
groceries,épiceries
motto,devise
exim,eximer
singled,singulier
alton,Alton
appalachian,Appalache
staple,agrafe
dealings,relations
phillies,phillies
pathetic,pathétique
ramblings,divagations
janis,Janis
craftsman,artisan
irritation,irritation
rulers,dirigeants
centric,central
collisions,collisions
militia,milice
optionally,éventuellement
eis,EIS
conservatory,conservatoire
nightclub,discothèque
bananas,bananes
geophysical,géophysique
fictional,fictif
adherence,adhérence
golfing,golf
defended,défendu
rubin,Rubin
handlers,gestionnaires
grille,grille
elisabeth,Elisabeth
claw,griffe
pushes,poussées
alain,alain
flagship,vaisseau amiral
kittens,chaton
topeka,topeka
openoffice,OpenOffice
illegally,illégalement
bugzilla,Bugzilla
deter,dissuader
tyre,pneu
furry,velu
cubes,cubes
transcribed,transcrit
bouncing,rebond
wand,baguette magique
linus,linus
taco,taco
mcsg,MCSG
humboldt,Humboldt
scarves,foulard
cavalier,cavalier
ish,ish
rinse,rincer
outfits,tenues
mla,MLA
charlton,Charlton
repertoire,répertoire
respectfully,respectueusement
emeritus,émérite
ulster,Ulster
macroeconomic,macroéconomique
tides,marées
chu,chu
weld,souder
venom,venin
gundam,gundam
adaptec,adapter
writ,ordonnance
patagonia,Patagonie
dispensing,dispensation
tailed,à queue
puppets,marionnettes
voyer,voyage
tapping,tapotement
hostname,nom d'hôte
excl,excl
bx,bx
arr,art
typo,faute de frappe
immersion,immersion
explode,exploser
toulouse,toulouse
escapes,évasion
berries,baies
merchantability,qualité marchande
happier,plus heureux
autodesk,autodesk
mummy,momie
jn,JN
punjab,Punjab
stacked,empilé
winged,ailé
brighter,plus brillant
cries,cris
speciality,spécialité
warranted,garanti
attacker,attaquant
ruined,ruiné
catcher,capteur
damp,humide
sanity,santé mentale
ether,éther
suction,succion
haynes,haynes
crusade,croisade
siyabona,siyabona
rumble,gronder
inverter,onduleur
correcting,correction
shattered,éclaté
abi,abi
heroic,héroïque
motivate,motiver
retreats,retraite
mackay,mackay
formulate,formuler
bridgeport,pontsport
assessor,assesseur
fullerton,Fullerton
cpp,cpp
sheds,hangar
blockbuster,blockbuster
dz,dz
amarillo,amarillo
pixmania,pixmanie
pathfinder,éclaireur
anomalies,anomalies
homogeneous,homogène
bonsai,bonsaï
windshield,pare-brise
humphrey,bousculade
spheres,sphères
belonged,appartenir
tomtom,tomtom
spf,FPS
assigns,attribution
croydon,croydon
sofas,canapés
croix,croix
cushions,coussins
fern,fougère
convection,convection
jdbc,JDBC
defenders,défenseurs
debugger,débogueur
boing,canotage
odessa,Odessa
lore,traditions
ancillary,auxiliaire
pointless,inutile
whipped,fouetté
vox,vox
alibris,alibris
dinners,dîners
rosie,Rosie
factoring,factorisation
genealogical,généalogique
gyms,gymnases
inhalation,inhalation
terre,terre
selfish,égoïste
eventual,éventuel
faucet,robinet
nach,nach
mitigate,atténuer
bitpipe,tuyau binaire
jamestown,camestown
arguably,sans doute
techs,techniques
electives,cours au choix
walkman,baladeur
midget,nain
elisa,Elisa
shelton,Shelton
quan,quan
boiled,bouilli
commissioning,mise en service
neville,Neville
experimentation,expérimentation
saltwater,eau salée
natasha,natasha
cpi,CPI
endeavour,effort
roswell,rosin
haute,haute
herring,hareng
nis,nis
unfamiliar,inconnu
wacky,farfelu
expectancy,espérance
deterioration,détérioration
sgml,SGML
proclaimed,proclamé
arid,aride
anemia,anémie
biting,mordant
coincidence,coïncidence
idiots,idiots
mona,mona
reits,FPI
muddy,boueux
nuevo,nuevo
savanna,savane
crn,CRN
hitchcock,hitchcock
cid,cid
travestis,travestis
neighbour,voisin
mmf,MMF
raspberry,framboise
cancellations,annulations
paging,pagination
coe,flocage
nudists,nudistes
illusions,illusions
fac,facteur
spikes,pointes
asean,Asean
airsoft,aérsoft
bontril,BONTRIL
enumeration,énumération
proliant,proliant
keeling,camelote
zh,zh
accesses,accès
suche,recherche
permissible,permis
yielded,cédé
nuisance,nuisance
jive,swing
siam,Siam
latent,latent
marcia,Marcia
drowning,noyade
bullshit,connerie
casper,Casper
spun,filé
shalt,badique
libstdc,libstdc
ric,ric
loch,loch
commanding,commandant
sparrow,moineau
poorest,le plus pauvre
hector,Hector
xpress,xpress
datasets,ensembles de données
webdesign,webdesign
nicotine,nicotine
comeback,revenir
brotherhood,fraternité
gannett,Gannett
milling,fraisage
sinking,naufrage
sulphur,soufre
curricular,programme d'études
downtime,temps d'arrêt
takeover,reprendre
wicker,osier
lolitas,lolitas
balm,baume
thessalonians,Thessaloniciens
figs,figues
upto,jusqu'à
browne,Browne
nephew,neveu
confess,confesser
joaquin,Joaquin
chit,chit
chaotic,chaotique
alexandre,Alexandre
lays,pose
principally,principalement
visor,visière
mundo,mundo
transistor,transistor
jarvis,jarvis
drip,goutte
traced,tracé
outright,carrément
melodies,mélodies
spotting,repérage
myriad,myriade
stains,taches
sandal,sandale
rubbing,frottement
naive,naïf
wien,Wien
skeptical,sceptique
wagering,paris
remembrance,souvenir
detects,détection
everest,Everest
disregard,mépris
hanger,cintre
outkast,dépasser
dragged,traîné
pitbull,pitbull
foreman,contremaître
rtf,rtf
allegiance,allégeance
fairview,foire
hires,embauche
conduit,conduit
alienware,extraterrestre
dependable,sûr
mainframe,unité centrale
echoes,échos
indo,indo
compilers,compilateurs
ladders,tartre
prudent,prudent
glowing,embrasé
guinness,guinness
heartbeat,pulsation
blazer,blazer
alchemy,alchimie
linden,tilleul
timezone,fuseau horaire
merck,miserrer
sven,Sven
tanya,tanya
geographically,géographiquement
bmc,BMC
alternating,en alternance
tristan,Tristan
audible,audible
folio,folio
eia,EIA
presiding,présider
mans,mâle
colleen,collège
bbbonline,bbbonline
participates,participer
waterways,voies navigables
syndicated,syndiqué
lexicon,lexique
aff,affirmation
fractures,fractures
apprenticeship,apprentissage
childbirth,accouchement
dumped,abandonné
integers,entiers
zirconia,zircone
barre,barre
shortages,pénuries
plumbers,plombiers
rama,Rama
johannes,Johannes
fiery,ardent
convex,convexe
jfk,JFK
raf,RAF
richer,plus riche
igor,igor
hama,Hama
mop,serpillière
urn,urne
soleil,soleil
patton,patton
pei,PEI
surfer,surfeur
diapers,couches
eas,oas
waco,waco
physiol,physiol
connor,Connor
adp,ADP
northamptonshire,Northamptonshire
biscuits,biscuits
disclaims,déclin
sich,Sich
outbound,sortant
breakout,éclater
restless,agité
unanswered,sans réponse
paired,jumelé
fakes,fakes
stderr,stderr
kev,kev
fomit,faire fomir
vaults,voûtes
injections,injections
ahmad,Ahmad
remortgage,remortage
yogurt,yaourt
complies,se conformer
tossed,jeté
caucus,caucus
workaround,solution de contournement
cooke,cooke
polytechnic,polytechnique
pillars,piliers
katy,katy
zoe,zoe
uber,uber
overwhelmed,accablé
salute,saluer
shoppe,faire des achats
parody,parodie
berlios,berlios
csr,RSE
penthouse,penthouse
compensated,rémunéré
synthase,synthase
lacked,manque de
circulated,diffusé
soo,suo
pistons,pistons
emule,émuer
maltese,maltais
sauvignon,sauvignon
acorn,gland
bosses,les patrons
pint,pinte
ascension,ascension
bayer,bayer
carrera,Carrera
ply,pli
mornings,matin
dvb,DVB
cation,cation
mentioning,mentionnement
scientology,Scientologie
cdma,CDMA
flagstaff,Flagstaff
maxi,maxi
pretoria,Pretoria
thrive,prospérer
msm,MSH
rac,course
feminism,féminisme
rightly,justement
paragon,parangon
basal,basal
topps,topps
webinar,webinaire
dewalt,rosée
turnout,s'avérer
bruins,Bruins
persist,persister
wilde,Wilde
indispensable,indispensable
clamps,pinces
illicit,illicite
firefly,luciole
liar,menteur
tabletop,table de table
pledged,incité
monoclonal,monoclonal
pictorial,pictural
curling,curling
ares,fesses
wholesaler,grossiste
smoky,enfumé
opus,opus
typekey,type
aromatic,aromatique
flirt,flirter
slang,argot
emporium,centre commercial
princes,princes
restricting,restriction
partnering,partenariat
promoters,promoteurs
soothing,apaisant
freshmen,étudiants de première année
mage,mage
departed,défunt
sqrt,sqrt
aristotle,aristote
israelis,israéliens
finch,bouvreuil
inherently,intrinsèquement
cdp,cdp
krishna,Krishna
forefront,premier plan
headlights,phares
monophonic,monophonique
largo,largo
proquest,proquest
amazingly,étonnamment
plural,pluriel
dominic,dominique
sergio,sergio
swapping,échange
skipped,sauté
hereinafter,ci-après
nur,nur
extracting,extrait
analogous,analogue
mev,mev
hebrews,Hébreux
particulate,particulaire
tally,pointage
unpleasant,désagréable
uno,uno
tempted,tenté
bedfordshire,Bedfordshire
blindness,cécité
creep,ramper
staining,tasage
rockport,rockport
nist,nist
shaded,ombré
cot,lit de lit
plaster,plâtre
novo,novo
negotiable,négociable
subcategories,sous-catégories
hearted,couvert de cœur
quarterback,stratège
obstruction,obstruction
agility,agilité
complying,conformatrice
sudbury,Sudbury
otis,otis
overture,ouverture
newcomers,nouveaux arrivants
hectares,hectares
upscale,haut de gamme
scrabble,scrabble
noteworthy,remarquable
agile,agile
sdn,SDN
mta,MTA
sacks,sacs
docbook,docbook
kiosk,kiosque
ionic,ionique
stray,errer
runaway,fuyez
slowing,ralentissement
firstgov,fidèle
hoodie,sweatshirt à capuche
hoodia,hoodia
payout,versement
clinically,cliniquement
watchers,observateurs
supplemented,complété
poppy,pavot
monmouth,monmouth
metacritic,métacritique
obligated,obligé
frenzy,frénésie
decoding,décodage
jargon,jargon
kangaroo,kangourou
sleeper,dormeur
elemental,élémentaire
presenters,présentateurs
teal,sarcelle
unnamed,anonyme
epstein,Epstein
doncaster,Doncaster
particulars,détails
jerking,secousse
weblogic,weblogic
ity,ité
bungalow,bungalow
covington,Covington
bazaar,bazar
esd,ESDE
interconnect,interconnecter
predicate,prédicat
recurrence,récurrence
chinatown,quartier chinois
mindless,stupide
purifier,purificateur
recruits,recrues
sharper,ventre
kz,kz
tablespoons,cuillères à soupe
greedy,cupide
rodgers,rodgers
gloryhole,trou de gloire
supervise,superviser
termed,appelé
frauen,frotter
suppl,fournir
stamping,estampillage
coolest,le plus cool
reilly,Reilly
hotjobs,hotjobs
downing,en descente
gnd,GND
libc,libc
basque,basque
societal,sociétal
astros,astros
ire,colère
halogen,halogène
pegasus,Pégase
silhouette,silhouette
wyndham,wyndham
osu,OSU
tuesdays,mardi
dorado,dorado
daring,audace
realms,royaumes
maestro,maestro
turin,Turin
gus,gus
utp,UTP
superpages,superpages
forte,forte
coaxial,coaxial
tipping,tournage
jpy,JPY
holster,étui
fiddle,violon
crunch,croquer
leipzig,leipzig
liam,liam
sesso,sessiner
bard,barde
kellogg,kellogg
arabidopsis,Arabidopsis
reap,recueillir
argv,argv
hanoi,hanoi
ccm,CCM
faucets,robinets
